Date,Height,Ch  22.234,Ch  22.500,Ch  23.034,Ch  23.834,Ch  25.000,Ch  26.234,Ch  28.000,Ch  30.000,Ch  51.248,Ch  51.760,Ch  52.280,Ch  52.804,Ch  53.336,Ch  53.848,Ch  54.400,Ch  54.940,Ch  55.500,Ch  56.020,Ch  56.660,Ch  57.288,Ch  57.964,Ch  58.800,Pressure,Temp,RH
01-06-2011,0.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,NaN,NaN,NaN
,0.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,NaN,NaN,NaN
,0.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,NaN,NaN,NaN
,0.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,952.37,298.87,74.49
,0.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,941.68,297.97,74.69
,0.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,930.93,297.25,78.21
,0.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,920.37,298.45,70.38
,0.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,909.99,298.37,63.02
,0.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,899.72,297.59,65.96
,1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,889.55,297.15,67.2
,1.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,879.46,296.45,69.34
,1.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,869.39,295.85,67.69
,1.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,859.49,295.55,68.1
,1.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,849.66,294.65,65.8
,1.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,840.04,293.75,69.47
,1.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,830.38,293.25,71
,1.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,820.83,292.65,70.59
,1.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,811.29,292.33,79
,1.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,802.03,291.95,78.09
,2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,792.73,290.85,82.07
,2.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,783.5,290.45,80.3
,2.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,774.43,289.92,79.33
,2.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,765.47,289.09,79.96
,2.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,756.59,288.45,81.29
,2.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,747.67,288.02,79.5
,2.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,738.89,286.93,80.87
,2.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,730.23,286.15,81.3
,2.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,721.65,285.41,83.76
,2.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,713.14,284.52,86.88
,3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,704.6,284.13,83.58
,3.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,696.2,283.71,84.22
,3.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,687.85,283.2,84.96
,3.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,679.63,282.35,86.5
,3.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,671.49,281.75,87
,3.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,663.45,280.98,86.38
,3.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,655.49,280.45,84.72
,3.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,647.63,280.4,78.75
,3.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,639.77,279.56,78.41
,3.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,632.05,278.8,80.43
,4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,624.34,278.25,79.34
,4.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,616.77,277.35,79.94
,4.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,609.22,276.66,81.18
,4.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,601.72,276.65,80
,4.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,594.36,275.96,83.51
,4.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,587.05,275.05,86.88
,4.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,579.9,274.17,92.04
,4.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,572.76,273.35,96.06
,4.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,565.61,273.17,95.04
,4.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,558.6,272.5,95.1
,5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,551.73,272.48,93.23
,5.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,544.81,271.95,90.5
,5.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,538.07,272.15,65.28
,5.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,531.34,272.25,68.7
,5.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,524.69,271.35,74.19
,5.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,518.12,270.65,74.78
,5.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,511.67,270.75,79.46
,5.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,505.32,270.25,83.51
,5.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,498.92,269.35,85.1
,5.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,492.68,268.95,86.61
,6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,486.45,268.55,87.5
,6.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,480.33,267.95,88.59
,6.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,474.22,267.35,89.19
,6.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,468.26,266.59,91.02
,6.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,462.32,265.75,93.36
,6.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,456.44,265.05,93.34
,6.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,450.61,264.6,93.2
,6.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,444.78,264.05,95.17
,6.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,439.14,263.45,94.18
,6.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,433.44,262.95,95.6
,7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,427.89,262.25,94.9
,7.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,422.36,261.88,95.5
,7.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,416.87,261.25,95.4
,7.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,411.47,260.58,95.33
,7.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,406.1,260.15,95.3
,7.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,400.78,259.45,95.2
,7.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,395.62,258.95,91.38
,7.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,390.37,258.15,85.9
,7.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,385.26,257.35,79.45
,7.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,380.19,256.95,81.41
,8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,375.19,256.11,80.06
,8.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,370.2,255.65,86.63
,8.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,365.27,254.84,85.3
,8.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,360.37,254.45,87.7
,8.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,355.61,253.65,90.13
,8.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,350.85,252.95,89.92
,8.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,346.15,252.35,88.45
,8.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,341.49,251.85,85.2
,8.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,336.88,251.25,87.2
,8.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,332.37,250.65,84.97
,9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,327.82,249.75,85.1
,9.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,323.37,248.97,85.82
,9.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,318.96,248.27,83.26
,9.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,314.59,247.65,87.84
,9.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,310.29,246.98,87.67
,9.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,306.04,246.73,84.04
,9.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,301.81,245.85,82.26
,9.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,297.62,245.15,82.35
,9.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,293.52,244.69,80.72
,9.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,289.45,243.7,80.77
,10,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,285.4,242.95,83.29
,10.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,281.43,242.05,81.9
,10.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,277.54,241.05,81.91
,10.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,273.61,240.29,82.24
,10.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,269.7,239.55,80.6
,10.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,265.95,238.75,80.6
,10.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,262.12,237.96,80.9
,10.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,258.37,237.14,81.63
,10.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,254.66,236.27,81.33
,10.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,251.05,235.47,80.64
,11,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,247.39,234.55,79.8
,11.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,243.81,233.85,79
,11.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,240.27,233.01,79.14
,11.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,236.77,232.15,78.08
,11.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,233.34,231.4,76.89
,11.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,229.89,230.48,74.77
,11.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,226.48,229.55,73.48
,11.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,223.09,228.85,73
,11.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,219.86,228.05,72.3
,11.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,216.53,227.25,71.4
,12,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,213.3,226.35,70.8
,12.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,210.06,225.35,70.4
,12.2,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,206.98,224.54,70.1
,12.3,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,203.84,223.57,68.88
,12.4,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,200.71,222.71,69.34
,12.5,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,197.67,221.74,68.99
,12.6,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,194.65,220.82,68.13
,12.7,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,191.61,220.05,67.31
,12.8,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,188.64,219.45,67.13
,12.9,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,185.74,218.65,65.73
,13,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,182.9,217.75,65.3
,13.1,99.75,99.483,95.06,78.033,61.553,50.153,41.563,40.042,129.465,146.142,167.713,197.229,231.037,262.309,283.822,292.509,296.069,296.756,297.818,298.304,298.298,298.11,179.99,216.95,64.6
